측정일자,권역명,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
20191118,도심권,용산구,64,10,0.023,0.017,0.4,0.002
20191118,도심권,종로구,71,12,0.021,0.015,0.4,0.003
20191118,도심권,중구,66,11,0.024,0.016,0.4,0.002
20191118,동남권,강남구,81,12,0.026,0.017,0.4,0.002
20191118,동남권,강동구,154,17,0.022,0.017,0.4,0.003
20191118,동남권,서초구,89,14,0.03,0.014,0.2,0.003
20191118,동남권,송파구,66,13,0.02,0.021,0.4,0.003
20191118,동북권,강북구,98,17,0.03,0.008,0.4,0.002
20191118,동북권,광진구,78,12,0.022,0.014,0.6,0.002
20191118,동북권,노원구,56,15,0.022,0.006,0.4,0.004
20191118,동북권,도봉구,77,10,0.029,0.01,0.4,0.002
20191118,동북권,동대문구,77,8,0.023,0.015,0.4,0.002
20191118,동북권,성동구,75,15,0.022,0.018,0.4,0.002
20191118,동북권,성북구,96,9,0.025,0.014,0.9,0.002
20191118,동북권,중랑구,79,10,0.02,0.017,0.4,0.002
20191118,서남권,강서구,90,15,0.026,0.013,0.3,0.004
20191118,서남권,관악구,76,8,0.023,0.016,0.4,0.003
20191118,서남권,구로구,90,16,0.03,0.013,0.3,0.003
20191118,서남권,금천구,66,15,0.021,0.015,0.3,0.003
20191118,서남권,동작구,86,16,0.023,0.014,0.3,0.003
20191118,서남권,양천구,90,14,0.024,0.016,0.4,0.004
20191118,서남권,영등포구,66,14,0.021,0.015,0.3,0.003
20191118,서북권,마포구,78,11,0.021,0.016,0.4,0.002
20191118,서북권,서대문구,76,10,0.024,0.013,0.7,0.003
20191118,서북권,은평구,124,15,0.027,0.014,0.8,0.004
20191119,도심권,용산구,23,7,0.018,0.021,0.3,0.003
20191119,도심권,종로구,28,9,0.019,0.014,0.4,0.003
20191119,도심권,중구,26,10,0.023,0.016,0.3,0.003
20191119,동남권,강남구,32,9,0.024,0.016,0.4,0.003
20191119,동남권,강동구,42,12,0.021,0.017,0.3,0.003
20191119,동남권,서초구,30,6,0.026,0.022,0.2,0.005
20191119,동남권,송파구,27,5,0.018,0.022,0.4,0.003
20191119,동북권,강북구,36,10,0.025,0.009,0.3,0.003
20191119,동북권,광진구,28,7,0.021,0.014,0.5,0.002
20191119,동북권,노원구,26,11,0.022,0.012,0.3,0.004
20191119,동북권,도봉구,21,6,0.027,0.011,0.4,0.002
20191119,동북권,동대문구,30,6,0.024,0.015,0.4,0.002
20191119,동북권,성동구,27,10,0.022,0.018,0.3,0.003
20191119,동북권,성북구,33,6,0.022,0.014,0.9,0.003
20191119,동북권,중랑구,30,6,0.032,0.017,0.4,0.003
20191119,서남권,강서구,36,11,0.021,0.018,0.3,0.004
20191119,서남권,관악구,33,8,0.018,0.02,0.3,0.003
20191119,서남권,구로구,27,8,0.024,0.017,0.2,0.003
20191119,서남권,금천구,27,10,0.017,0.02,0.3,0.003
20191119,서남권,동작구,37,12,0.019,0.017,0.3,0.003
20191119,서남권,양천구,38,12,0.018,0.02,0.4,0.004
20191119,서남권,영등포구,26,10,0.017,0.02,0.3,0.004
20191119,서북권,마포구,31,7,0.017,0.021,0.4,0.003
20191119,서북권,서대문구,32,6,0.021,0.014,0.7,0.004
20191119,서북권,은평구,33,10,0.025,0.015,0.7,0.005
20191120,도심권,용산구,16,8,0.012,0.03,0.4,0.003
20191120,도심권,종로구,20,11,0.014,0.024,0.5,0.003
20191120,도심권,중구,20,11,0.016,0.027,0.5,0.003
20191120,동남권,강남구,25,11,0.016,0.027,0.5,0.003
20191120,동남권,강동구,35,16,0.012,0.033,0.5,0.003
20191120,동남권,서초구,25,8,0.018,0.036,0.3,0.005
20191120,동남권,송파구,19,5,0.013,0.033,0.5,0.004
20191120,동북권,강북구,23,11,0.019,0.016,0.4,0.003
20191120,동북권,광진구,21,9,0.015,0.021,0.6,0.002
20191120,동북권,노원구,21,12,0.017,0.021,0.5,0.005
20191120,동북권,도봉구,18,10,0.018,0.02,0.5,0.002
20191120,동북권,동대문구,22,8,0.014,0.027,0.5,0.003
20191120,동북권,성동구,19,11,0.015,0.027,0.4,0.004
20191120,동북권,성북구,27,8,0.015,0.026,0.4,0.003
20191120,동북권,중랑구,22,8,0.012,0.029,0.5,0.003
20191120,서남권,강서구,27,12,0.016,0.027,0.4,0.005
20191120,서남권,관악구,25,10,0.017,0.031,0.5,0.003
20191120,서남권,구로구,19,9,0.019,0.024,0.3,0.003
20191120,서남권,금천구,23,13,0.012,0.031,0.5,0.003
20191120,서남권,동작구,27,13,0.012,0.032,0.4,0.003
20191120,서남권,양천구,30,13,0.013,0.029,0.5,0.005
20191120,서남권,영등포구,20,12,0.013,0.027,0.3,0.004
20191120,서북권,마포구,26,9,0.011,0.032,0.5,0.003
20191120,서북권,서대문구,22,8,0.015,0.023,1,0.006
20191120,서북권,은평구,23,9,0.018,0.024,0.9,0.005
20191121,도심권,용산구,26,15,0.004,0.043,0.6,0.003
20191121,도심권,종로구,34,19,0.004,0.042,0.8,0.004
20191121,도심권,중구,32,19,0.004,0.045,0.8,0.004
20191121,동남권,강남구,42,18,0.003,0.042,0.6,0.003
20191121,동남권,강동구,49,21,0.005,0.04,0.6,0.003
20191121,동남권,서초구,42,16,0.009,0.053,0.5,0.005
20191121,동남권,송파구,33,12,0.003,0.045,0.7,0.004
20191121,동북권,강북구,39,20,0.006,0.034,0.6,0.003
20191121,동북권,광진구,31,14,0.004,0.031,0.6,0.002
20191121,동북권,노원구,35,23,0.004,0.043,0.8,0.005
20191121,동북권,도봉구,39,21,0.005,0.034,0.8,0.002
20191121,동북권,동대문구,40,19,0.005,0.037,0.7,0.003
20191121,동북권,성동구,34,18,0.005,0.04,0.6,0.005
20191121,동북권,성북구,46,19,0.004,0.043,0.6,0.003
20191121,동북권,중랑구,34,12,0.007,0.034,0.6,0.003
20191121,서남권,강서구,43,19,0.004,0.042,0.7,0.005
20191121,서남권,관악구,38,17,0.003,0.052,0.9,0.004
20191121,서남권,구로구,38,16,0.008,0.037,0.5,0.004
20191121,서남권,금천구,33,18,0.004,0.046,0.7,0.004
20191121,서남권,동작구,43,21,0.004,0.051,0.7,0.004
20191121,서남권,양천구,44,20,0.004,0.047,0.7,0.004
20191121,서남권,영등포구,31,17,0.006,0.039,0.5,0.004
20191121,서북권,마포구,38,19,0.004,0.049,0.8,0.004
20191121,서북권,서대문구,36,12,0.007,0.035,1.2,0.007
20191121,서북권,은평구,36,15,0.006,0.042,1.1,0.005
20191122,도심권,용산구,36,19,0.008,0.047,0.6,0.004
20191122,도심권,종로구,40,21,0.007,0.044,0.9,0.004
20191122,도심권,중구,41,23,0.006,0.045,0.8,0.004
20191122,동남권,강남구,48,20,0.006,0.043,0.7,0.003
20191122,동남권,강동구,57,26,0.008,0.045,0.7,0.003
20191122,동남권,서초구,52,20,0.011,0.053,0.5,0.005
20191122,동남권,송파구,37,14,0.007,0.048,0.8,0.004
20191122,동북권,강북구,44,22,0.01,0.034,0.7,0.003
20191122,동북권,광진구,32,16,0.008,0.031,0.5,0.002
20191122,동북권,노원구,39,24,0.008,0.048,0.9,0.006
20191122,동북권,도봉구,40,20,0.011,0.035,0.8,0.003
20191122,동북권,동대문구,53,24,0.006,0.038,0.7,0.004
20191122,동북권,성동구,41,21,0.008,0.045,0.7,0.006
20191122,동북권,성북구,56,22,0.006,0.05,0.8,0.004
20191122,동북권,중랑구,46,16,0.01,0.038,0.6,0.003
20191122,서남권,강서구,55,26,0.006,0.048,0.9,0.005
20191122,서남권,관악구,51,25,0.005,0.056,1,0.004
20191122,서남권,구로구,45,20,0.009,0.039,0.5,0.004
20191122,서남권,금천구,39,22,0.005,0.048,0.7,0.004
20191122,서남권,동작구,48,26,0.007,0.05,0.7,0.004
20191122,서남권,양천구,58,27,0.004,0.053,0.8,0.005
20191122,서남권,영등포구,39,22,0.008,0.043,0.6,0.004
20191122,서북권,마포구,45,22,0.007,0.048,0.8,0.004
20191122,서북권,서대문구,37,12,0.016,0.029,0.9,0.006
20191122,서북권,은평구,39,17,0.015,0.038,1,0.005
20191123,도심권,용산구,23,13,0.006,0.047,0.6,0.003
20191123,도심권,종로구,33,19,0.006,0.049,1,0.004
20191123,도심권,중구,31,18,0.005,0.047,0.8,0.004
20191123,동남권,강남구,40,16,0.005,0.047,0.6,0.004
20191123,동남권,강동구,51,24,0.007,0.046,0.7,0.003
20191123,동남권,서초구,41,16,0.009,0.056,0.5,0.005
20191123,동남권,송파구,35,14,0.005,0.052,0.9,0.004
20191123,동북권,강북구,28,15,0.01,0.03,0.6,0.003
20191123,동북권,광진구,26,15,0.005,0.033,0.5,0.002
20191123,동북권,노원구,30,21,0.007,0.048,1,0.005
20191123,동북권,도봉구,27,16,0.008,0.039,0.9,0.003
20191123,동북권,동대문구,40,20,0.006,0.051,1,0.004
20191123,동북권,성동구,34,17,0.006,0.049,0.8,0.005
20191123,동북권,성북구,42,17,0.006,0.05,0.9,0.003
20191123,동북권,중랑구,33,12,0.01,0.038,0.6,0.003
20191123,서남권,강서구,42,23,0.005,0.054,1,0.007
20191123,서남권,관악구,39,19,0.005,0.055,0.8,0.004
20191123,서남권,구로구,33,17,0.008,0.04,0.5,0.003
20191123,서남권,금천구,30,19,0.004,0.051,0.8,0.004
20191123,서남권,동작구,37,21,0.007,0.051,0.7,0.004
20191123,서남권,양천구,42,22,0.004,0.059,1,0.006
20191123,서남권,영등포구,27,18,0.007,0.045,0.7,0.003
20191123,서북권,마포구,33,16,0.005,0.051,0.7,0.004
20191123,서북권,서대문구,20,8,0.017,0.026,0.7,0.005
20191123,서북권,은평구,22,11,0.02,0.027,0.9,0.004
20191124,도심권,용산구,29,19,0.005,0.042,0.7,0.003
20191124,도심권,종로구,32,20,0.006,0.038,0.8,0.004
20191124,도심권,중구,29,20,0.006,0.038,0.8,0.004
20191124,동남권,강남구,35,19,0.005,0.038,0.7,0.005
20191124,동남권,강동구,43,24,0.007,0.034,0.6,0.003
20191124,동남권,서초구,38,20,0.01,0.045,0.6,0.004
20191124,동남권,송파구,27,15,0.005,0.041,0.8,0.004
20191124,동북권,강북구,29,17,0.011,0.026,0.6,0.003
20191124,동북권,광진구,27,19,0.005,0.028,0.7,0.002
20191124,동북권,노원구,26,20,0.007,0.036,0.8,0.005
20191124,동북권,도봉구,26,15,0.009,0.03,0.7,0.003
20191124,동북권,동대문구,35,19,0.006,0.039,0.8,0.003
20191124,동북권,성동구,30,19,0.006,0.039,0.7,0.004
20191124,동북권,성북구,35,19,0.008,0.037,0.7,0.003
20191124,동북권,중랑구,31,15,0.007,0.034,0.7,0.003
20191124,서남권,강서구,41,27,0.009,0.039,0.8,0.006
20191124,서남권,관악구,35,20,0.009,0.042,0.8,0.004
20191124,서남권,구로구,33,19,0.013,0.03,0.5,0.003
20191124,서남권,금천구,24,18,0.009,0.036,0.6,0.004
20191124,서남권,동작구,34,22,0.008,0.041,0.7,0.004
20191124,서남권,양천구,43,25,0.008,0.043,0.8,0.006
20191124,서남권,영등포구,29,22,0.009,0.038,0.8,0.003
20191124,서북권,마포구,34,21,0.005,0.047,0.8,0.004
20191124,서북권,서대문구,23,13,0.007,0.032,1,0.005
20191124,서북권,은평구,25,17,0.01,0.034,1.1,0.005
20191125,도심권,용산구,25,14,0.01,0.025,0.4,0.003
20191125,도심권,종로구,24,15,0.012,0.02,0.5,0.003
20191125,도심권,중구,23,14,0.014,0.019,0.4,0.003
20191125,동남권,강남구,30,14,0.012,0.023,0.5,0.003
20191125,동남권,강동구,36,19,0.012,0.024,0.5,0.003
20191125,동남권,서초구,28,12,0.017,0.027,0.3,0.004
20191125,동남권,송파구,21,9,0.01,0.029,0.6,0.003
20191125,동북권,강북구,27,17,0.018,0.012,0.4,0.002
20191125,동북권,광진구,21,13,0.011,0.02,0.5,0.002
20191125,동북권,노원구,25,18,0.014,0.017,0.4,0.004
20191125,동북권,도봉구,24,13,0.017,0.014,0.4,0.002
20191125,동북권,동대문구,26,13,0.015,0.02,0.5,0.002
20191125,동북권,성동구,24,15,0.012,0.024,0.4,0.003
20191125,동북권,성북구,28,12,0.015,0.019,0.4,0.002
20191125,동북권,중랑구,26,12,0.012,0.022,0.5,0.003
20191125,서남권,강서구,32,16,0.014,0.021,0.4,0.004
20191125,서남권,관악구,28,14,0.013,0.024,0.4,0.003
20191125,서남권,구로구,34,12,0.017,0.019,0.3,0.003
20191125,서남권,금천구,26,16,0.011,0.024,0.5,0.003
20191125,서남권,동작구,33,18,0.012,0.024,0.4,0.003
20191125,서남권,양천구,32,17,0.013,0.022,0.5,0.004
20191125,서남권,영등포구,23,16,0.012,0.021,0.4,0.003
20191125,서북권,마포구,28,16,0.01,0.023,0.5,0.003
20191125,서북권,서대문구,24,10,0.015,0.015,0.7,0.004
20191125,서북권,은평구,26,14,0.017,0.017,0.9,0.004
20191126,도심권,용산구,17,12,0.005,0.037,0.5,0.003
20191126,도심권,종로구,25,17,0.006,0.035,0.7,0.004
20191126,도심권,중구,22,15,0.005,0.036,0.6,0.003
20191126,동남권,강남구,28,15,0.005,0.035,0.6,0.003
20191126,동남권,강동구,32,19,0.007,0.033,0.5,0.003
20191126,동남권,서초구,29,14,0.009,0.044,0.5,0.004
20191126,동남권,송파구,25,12,0.006,0.038,0.7,0.004
20191126,동북권,강북구,22,14,0.008,0.027,0.5,0.002
20191126,동북권,광진구,17,13,0.005,0.027,0.5,0.002
20191126,동북권,노원구,24,18,0.007,0.032,0.6,0.004
20191126,동북권,도봉구,22,15,0.009,0.026,0.6,0.002
20191126,동북권,동대문구,29,15,0.007,0.034,0.7,0.003
20191126,동북권,성동구,24,15,0.005,0.036,0.6,0.004
20191126,동북권,성북구,32,15,0.006,0.035,0.6,0.003
20191126,동북권,중랑구,26,12,0.009,0.033,0.6,0.002
20191126,서남권,강서구,41,24,0.005,0.035,0.6,0.005
20191126,서남권,관악구,26,15,0.006,0.04,0.6,0.004
20191126,서남권,구로구,24,14,0.01,0.03,0.4,0.003
20191126,서남권,금천구,23,16,0.005,0.038,0.6,0.004
20191126,서남권,동작구,28,17,0.007,0.037,0.6,0.003
20191126,서남권,양천구,41,24,0.005,0.041,0.8,0.005
20191126,서남권,영등포구,25,18,0.006,0.035,0.6,0.003
20191126,서북권,마포구,32,20,0.004,0.04,0.7,0.003
20191126,서북권,서대문구,15,8,0.012,0.024,0.7,0.004
20191126,서북권,은평구,21,13,0.008,0.032,0.9,0.004
20191127,도심권,용산구,31,21,0.012,0.03,0.6,0.004
20191127,도심권,종로구,33,21,0.015,0.022,0.6,0.004
20191127,도심권,중구,33,23,0.018,0.022,0.6,0.004
20191127,동남권,강남구,43,20,0.015,0.027,0.6,0.004
20191127,동남권,강동구,60,25,0.016,0.024,0.6,0.003
20191127,동남권,서초구,46,22,0.018,0.032,0.4,0.005
20191127,동남권,송파구,32,15,0.013,0.03,0.6,0.004
20191127,동북권,강북구,40,23,0.023,0.014,0.5,0.003
20191127,동북권,광진구,28,18,0.016,0.02,0.6,0.003
20191127,동북권,노원구,34,23,0.02,0.017,0.5,0.005
20191127,동북권,도봉구,32,18,0.022,0.017,0.6,0.003
20191127,동북권,동대문구,39,20,0.017,0.023,0.6,0.003
20191127,동북권,성동구,36,21,0.016,0.025,0.5,0.004
20191127,동북권,성북구,41,18,0.019,0.022,0.5,0.003
20191127,동북권,중랑구,38,16,0.016,0.024,0.6,0.003
20191127,서남권,강서구,48,25,0.016,0.023,0.5,0.005
20191127,서남권,관악구,40,22,0.014,0.027,0.6,0.004
20191127,서남권,구로구,40,20,0.019,0.022,0.4,0.004
20191127,서남권,금천구,37,22,0.013,0.027,0.5,0.004
20191127,서남권,동작구,46,28,0.012,0.028,0.5,0.004
20191127,서남권,양천구,50,26,0.014,0.027,0.6,0.005
20191127,서남권,영등포구,35,23,0.012,0.026,0.5,0.004
20191127,서북권,마포구,47,25,0.01,0.03,0.6,0.004
20191127,서북권,서대문구,39,17,0.016,0.02,0.7,0.005
20191127,서북권,은평구,42,22,0.019,0.021,0.6,0.005
20191128,도심권,용산구,33,22,0.006,0.039,0.6,0.003
20191128,도심권,종로구,33,20,0.009,0.03,0.7,0.004
20191128,도심권,중구,36,22,0.008,0.034,0.6,0.004
20191128,동남권,강남구,41,20,0.01,0.032,0.6,0.003
20191128,동남권,강동구,61,25,0.009,0.033,0.6,0.003
20191128,동남권,서초구,44,20,0.013,0.04,0.4,0.005
20191128,동남권,송파구,31,14,0.007,0.037,0.7,0.003
20191128,동북권,강북구,32,18,0.017,0.018,0.5,0.003
20191128,동북권,광진구,29,18,0.007,0.029,0.7,0.002
20191128,동북권,노원구,30,20,0.015,0.023,0.5,0.005
20191128,동북권,도봉구,26,14,0.018,0.019,0.6,0.002
20191128,동북권,동대문구,36,17,0.018,0.027,0.6,0.003
20191128,동북권,성동구,35,19,0.011,0.031,0.5,0.004
20191128,동북권,성북구,35,16,0.014,0.026,0.5,0.003
20191128,동북권,중랑구,37,16,0.01,0.03,0.6,0.003
20191128,서남권,강서구,45,21,0.014,0.025,0.5,0.005
20191128,서남권,관악구,43,23,0.009,0.036,0.6,0.004
20191128,서남권,구로구,38,18,0.015,0.026,0.4,0.004
20191128,서남권,금천구,36,23,0.008,0.034,0.5,0.004
20191128,서남권,동작구,45,27,0.007,0.038,0.6,0.003
20191128,서남권,양천구,48,23,0.013,0.028,0.5,0.005
20191128,서남권,영등포구,33,19,0.009,0.029,0.5,0.003
20191128,서북권,마포구,46,22,0.008,0.032,0.6,0.003
20191128,서북권,서대문구,38,15,0.011,0.026,0.8,0.006
20191128,서북권,은평구,39,19,0.013,0.027,0.6,0.005
20191129,도심권,용산구,39,27,0.008,0.039,0.6,0.004
20191129,도심권,종로구,43,30,0.01,0.031,0.7,0.004
20191129,도심권,중구,40,24,0.012,0.031,0.6,0.004
20191129,동남권,강남구,54,23,0.009,0.038,0.6,0.004
20191129,동남권,강동구,56,28,0.007,0.042,0.7,0.004
20191129,동남권,서초구,49,20,0.017,0.039,0.4,0.006
20191129,동남권,송파구,40,16,0.006,0.041,0.7,0.004
20191129,동북권,강북구,46,23,0.016,0.022,0.5,0.003
20191129,동북권,광진구,40,21,0.005,0.035,0.7,0.003
20191129,동북권,노원구,38,25,0.017,0.023,0.6,0.005
20191129,동북권,도봉구,43,21,0.017,0.023,0.6,0.003
20191129,동북권,동대문구,52,24,0.026,0.034,0.7,0.004
20191129,동북권,성동구,43,23,0.007,0.04,0.6,0.004
20191129,동북권,성북구,50,23,0.011,0.034,0.6,0.004
20191129,동북권,중랑구,45,18,0.012,0.035,0.6,0.004
20191129,서남권,강서구,54,23,0.014,0.031,0.5,0.005
20191129,서남권,관악구,44,22,0.012,0.036,0.5,0.004
20191129,서남권,구로구,39,18,0.017,0.029,0.4,0.004
20191129,서남권,금천구,40,26,0.01,0.036,0.5,0.004
20191129,서남권,동작구,49,28,0.009,0.039,0.5,0.004
20191129,서남권,양천구,51,25,0.012,0.035,0.6,0.005
20191129,서남권,영등포구,38,21,0.01,0.031,0.5,0.004
20191129,서북권,마포구,46,24,0.01,0.034,0.6,0.003
20191129,서북권,서대문구,44,17,0.013,0.026,0.7,0.006
20191129,서북권,은평구,45,20,0.017,0.027,0.6,0.005
20191130,도심권,용산구,39,32,0.003,0.052,0.6,0.004
20191130,도심권,종로구,44,34,0.004,0.048,0.8,0.005
20191130,도심권,중구,41,30,0.004,0.049,0.7,0.004
20191130,동남권,강남구,51,26,0.004,0.048,0.7,0.004
20191130,동남권,강동구,52,21,0.004,0.051,0.7,0.004
20191130,동남권,서초구,55,28,0.009,0.059,0.6,0.006
20191130,동남권,송파구,37,18,0.004,0.049,0.7,0.004
20191130,동북권,강북구,45,28,0.007,0.039,0.6,0.003
20191130,동북권,광진구,35,23,0.003,0.038,0.7,0.002
20191130,동북권,노원구,40,32,0.004,0.048,0.8,0.005
20191130,동북권,도봉구,44,26,0.006,0.038,0.8,0.003
20191130,동북권,동대문구,53,28,0.005,0.047,0.8,0.004
20191130,동북권,성동구,38,25,0.004,0.047,0.6,0.004
20191130,동북권,성북구,49,29,0.004,0.049,0.7,0.003
20191130,동북권,중랑구,46,23,0.006,0.045,0.7,0.003
20191130,서남권,강서구,67,34,0.004,0.05,0.8,0.006
20191130,서남권,관악구,46,27,0.005,0.055,0.8,0.005
20191130,서남권,구로구,48,27,0.009,0.041,0.5,0.005
20191130,서남권,금천구,38,29,0.005,0.051,0.7,0.005
20191130,서남권,동작구,49,32,0.006,0.052,0.7,0.005
20191130,서남권,양천구,59,36,0.004,0.053,0.8,0.006
20191130,서남권,영등포구,42,28,0.006,0.045,0.6,0.004
20191130,서북권,마포구,48,32,0.003,0.054,0.7,0.004
20191130,서북권,서대문구,40,19,0.009,0.037,0.8,0.006
20191130,서북권,은평구,44,24,0.008,0.044,0.7,0.005
20191201,도심권,용산구,35,31,0.004,0.05,0.6,0.004
20191201,도심권,종로구,38,30,0.005,0.046,0.8,0.004
20191201,도심권,중구,36,28,0.005,0.046,0.7,0.004
20191201,동남권,강남구,49,29,0.005,0.048,0.7,0.003
20191201,동남권,강동구,50,18,0.004,0.048,0.7,0.003
20191201,동남권,서초구,50,32,0.008,0.055,0.5,0.005
20191201,동남권,송파구,35,23,0.004,0.046,0.7,0.004
20191201,동북권,강북구,37,24,0.009,0.033,0.6,0.003
20191201,동북권,광진구,34,28,0.003,0.038,0.8,0.002
20191201,동북권,노원구,33,26,0.007,0.041,0.7,0.005
20191201,동북권,도봉구,33,22,0.008,0.032,0.7,0.002
20191201,동북권,동대문구,43,27,0.006,0.044,0.7,0.003
20191201,동북권,성동구,36,26,0.005,0.048,0.7,0.003
20191201,동북권,성북구,42,27,0.005,0.045,0.7,0.003
20191201,동북권,중랑구,44,24,0.005,0.044,0.7,0.003
20191201,서남권,강서구,52,33,0.003,0.048,0.7,0.004
20191201,서남권,관악구,41,28,0.005,0.051,0.7,0.004
20191201,서남권,구로구,42,31,0.008,0.041,0.5,0.004
20191201,서남권,금천구,41,36,0.003,0.048,0.7,0.004
20191201,서남권,동작구,52,38,0.004,0.05,0.6,0.004
20191201,서남권,양천구,49,34,0.003,0.051,0.7,0.005
20191201,서남권,영등포구,35,29,0.006,0.044,0.6,0.003
20191201,서북권,마포구,37,30,0.003,0.053,0.7,0.004
20191201,서북권,서대문구,35,20,0.007,0.038,0.9,0.005
20191201,서북권,은평구,33,24,0.009,0.035,0.7,0.004
20191202,도심권,용산구,17,14,0.02,0.021,0.4,0.003
20191202,도심권,종로구,21,15,0.019,0.016,0.4,0.003
20191202,도심권,중구,21,14,0.024,0.017,0.4,0.003
20191202,동남권,강남구,27,12,0.023,0.019,0.4,0.003
20191202,동남권,강동구,25,17,0.023,0.016,0.4,0.003
20191202,동남권,서초구,23,11,0.029,0.021,0.2,0.004
20191202,동남권,송파구,18,6,0.02,0.022,0.5,0.003
20191202,동북권,강북구,25,13,0.03,0.008,0.3,0.003
20191202,동북권,광진구,17,10,0.024,0.014,0.5,0.002
20191202,동북권,노원구,20,14,0.025,0.013,0.4,0.004
20191202,동북권,도봉구,17,10,0.032,0.009,0.4,0.002
20191202,동북권,동대문구,24,11,0.024,0.013,0.4,0.003
20191202,동북권,성동구,23,13,0.023,0.018,0.4,0.003
20191202,동북권,성북구,27,10,0.027,0.014,0.4,0.003
20191202,동북권,중랑구,22,9,0.022,0.018,0.4,0.003
20191202,서남권,강서구,28,15,0.022,0.02,0.4,0.004
20191202,서남권,관악구,26,13,0.023,0.021,0.4,0.003
20191202,서남권,구로구,21,13,0.027,0.016,0.3,0.003
20191202,서남권,금천구,23,16,0.02,0.02,0.4,0.003
20191202,서남권,동작구,27,17,0.02,0.019,0.4,0.003
20191202,서남권,양천구,28,16,0.019,0.021,0.4,0.004
20191202,서남권,영등포구,20,13,0.017,0.02,0.4,0.003
20191202,서북권,마포구,24,12,0.017,0.021,0.4,0.003
20191202,서북권,서대문구,22,8,0.023,0.016,0.5,0.004
20191202,서북권,은평구,24,12,0.026,0.016,0.5,0.005
20191203,도심권,용산구,22,17,0.006,0.041,0.5,0.003
20191203,도심권,종로구,26,17,0.007,0.038,0.6,0.004
20191203,도심권,중구,25,16,0.008,0.038,0.6,0.004
20191203,동남권,강남구,32,16,0.007,0.038,0.6,0.003
20191203,동남권,강동구,33,22,0.005,0.042,0.5,0.003
20191203,동남권,서초구,30,14,0.012,0.044,0.4,0.003
20191203,동남권,송파구,23,10,0.005,0.039,0.6,0.003
20191203,동북권,강북구,33,17,0.01,0.046,0.6,0.003
20191203,동북권,광진구,23,15,0.005,0.034,0.7,0.002
20191203,동북권,노원구,24,17,0.006,0.039,0.6,0.005
20191203,동북권,도봉구,26,14,0.01,0.028,0.7,0.002
20191203,동북권,동대문구,29,13,0.007,0.038,0.6,0.003
20191203,동북권,성동구,24,15,0.007,0.04,0.5,0.003
20191203,동북권,성북구,30,14,0.007,0.04,0.6,0.003
20191203,동북권,중랑구,31,13,0.008,0.042,0.6,0.003
20191203,서남권,강서구,33,18,0.007,0.039,0.5,0.004
20191203,서남권,관악구,29,16,0.007,0.043,0.5,0.004
20191203,서남권,구로구,27,16,0.011,0.033,0.4,0.004
20191203,서남권,금천구,26,20,0.006,0.039,0.5,0.003
20191203,서남권,동작구,32,20,0.007,0.041,0.4,0.003
20191203,서남권,양천구,35,21,0.006,0.041,0.5,0.005
20191203,서남권,영등포구,23,16,0.008,0.036,0.6,0.003
20191203,서북권,마포구,28,16,0.007,0.04,0.4,0.003
20191203,서북권,서대문구,27,10,0.009,0.035,0.7,0.005
20191203,서북권,은평구,29,14,0.011,0.036,0.6,0.005
20191204,도심권,용산구,23,17,0.008,0.038,0.5,0.004
20191204,도심권,종로구,27,18,0.009,0.034,0.6,0.004
20191204,도심권,중구,24,15,0.012,0.035,0.5,0.004
20191204,동남권,강남구,33,15,0.011,0.037,0.5,0.003
20191204,동남권,강동구,35,22,0.009,0.038,0.5,0.004
20191204,동남권,서초구,31,13,0.014,0.045,0.3,0.004
20191204,동남권,송파구,25,9,0.01,0.037,0.6,0.004
20191204,동북권,강북구,30,16,0.017,0.037,0.5,0.003
20191204,동북권,광진구,23,13,0.012,0.027,0.6,0.002
20191204,동북권,노원구,23,17,0.016,0.023,0.5,0.005
20191204,동북권,도봉구,25,14,0.017,0.024,0.6,0.003
20191204,동북권,동대문구,33,13,0.011,0.034,0.5,0.003
20191204,동북권,성동구,28,16,0.011,0.035,0.5,0.004
20191204,동북권,성북구,34,14,0.012,0.034,0.6,0.003
20191204,동북권,중랑구,30,12,0.02,0.032,0.5,0.003
20191204,서남권,강서구,37,18,0.013,0.034,0.5,0.005
20191204,서남권,관악구,29,14,0.012,0.041,0.5,0.004
20191204,서남권,구로구,27,13,0.016,0.03,0.3,0.004
20191204,서남권,금천구,25,17,0.009,0.038,0.5,0.004
20191204,서남권,동작구,32,19,0.009,0.04,0.5,0.004
20191204,서남권,양천구,34,18,0.011,0.037,0.5,0.005
20191204,서남권,영등포구,27,15,0.009,0.033,0.5,0.004
20191204,서북권,마포구,29,15,0.009,0.038,0.4,0.003
20191204,서북권,서대문구,28,11,0.013,0.029,0.8,0.007
20191204,서북권,은평구,27,13,0.016,0.028,0.5,0.005
20191205,도심권,용산구,17,13,0.019,0.022,0.3,0.003
20191205,도심권,종로구,19,13,0.018,0.014,0.4,0.003
20191205,도심권,중구,19,11,0.024,0.014,0.4,0.003
20191205,동남권,강남구,23,11,0.023,0.018,0.4,0.003
20191205,동남권,강동구,22,13,0.022,0.017,0.4,0.003
20191205,동남권,서초구,25,8,0.028,0.019,0.2,0.004
20191205,동남권,송파구,16,4,0.02,0.021,0.4,0.003
20191205,동북권,강북구,22,11,0.029,0.02,0.3,0.003
